date,time,site,latitude,longitude,source,metric_type,parameter,value,unit,flag
2020-08-03,,Westboro,45.395397,-75.761271,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,271.7,cfu/100mL,Swimming not recommended
2020-08-04,,Britannia,45.365073,-75.801513,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,N/A,cfu/100mL,Not Open
2020-08-04,9:45,Des Cèdres,45.397294,-75.860491,Ottawa Riverkeeper,single_sample,ecoli_cfu_100ml,52,cfu/100mL,
2020-08-04,9:45,Des Cèdres,45.397294,-75.860491,Ottawa Riverkeeper,single_sample,total_coliform_cfu_100ml,1008,cfu/100mL,
2020-08-04,9:45,Des Cèdres,45.397294,-75.860491,Ottawa Riverkeeper,single_sample,water_temp_c,23,deg C,
2020-08-04,10:30,Leamy,45.452144,-75.720107,Ottawa Riverkeeper,single_sample,ecoli_cfu_100ml,112,cfu/100mL,
2020-08-04,10:30,Leamy,45.452144,-75.720107,Ottawa Riverkeeper,single_sample,total_coliform_cfu_100ml,878,cfu/100mL,
2020-08-04,10:30,Leamy,45.452144,-75.720107,Ottawa Riverkeeper,single_sample,water_temp_c,24,deg C,
2020-08-04,,Mooney's Bay,45.366844,-75.692678,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,39.1,cfu/100mL,Swim
2020-08-04,9:00,Moussette,45.418662,-75.749095,Ottawa Riverkeeper,single_sample,ecoli_cfu_100ml,208,cfu/100mL,
2020-08-04,9:00,Moussette,45.418662,-75.749095,Ottawa Riverkeeper,single_sample,total_coliform_cfu_100ml,>2419.6,cfu/100mL,
2020-08-04,9:00,Moussette,45.418662,-75.749095,Ottawa Riverkeeper,single_sample,water_temp_c,23,deg C,
2020-08-04,,Petrie East Bay,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,261.6,cfu/100mL,Swimming not recommended
2020-08-04,,Petrie River,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,261.1,cfu/100mL,Swimming not recommended
2020-08-04,,Westboro,45.395397,-75.761271,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,203.3,cfu/100mL,Swimming not recommended
2020-08-05,,Britannia,45.365073,-75.801513,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,N/A,cfu/100mL,Not Open
2020-08-05,,Mooney's Bay,45.366844,-75.692678,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,73.8,cfu/100mL,Swim
2020-08-05,,Petrie East Bay,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,1000.0,cfu/100mL,Swimming not recommended
2020-08-05,,Petrie River,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,213.7,cfu/100mL,Swimming not recommended
2020-08-05,,Westboro,45.395397,-75.761271,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,26.1,cfu/100mL,Swimming not recommended (Rainfall)
2020-08-06,,Britannia,45.365073,-75.801513,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,N/A,cfu/100mL,Not Open
2020-08-06,,Mooney's Bay,45.366844,-75.692678,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,209.2,cfu/100mL,Swimming not recommended
2020-08-06,,Petrie East Bay,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,177.5,cfu/100mL,Swim
2020-08-06,,Petrie River,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,286.5,cfu/100mL,Swimming not recommended
2020-08-06,,Westboro,45.395397,-75.761271,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,276.0,cfu/100mL,Swimming not recommended
2020-08-07,,Britannia,45.365073,-75.801513,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,N/A,cfu/100mL,Not Open
2020-08-07,,Mooney's Bay,45.366844,-75.692678,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,34.7,cfu/100mL,Swim
2020-08-07,10:00,NCC River House,45.457484,-75.677915,Ottawa Riverkeeper,single_sample,ecoli_cfu_100ml,44,cfu/100mL,
2020-08-07,10:00,NCC River House,45.457484,-75.677915,Ottawa Riverkeeper,single_sample,total_coliform_cfu_100ml,1819,cfu/100mL,
2020-08-07,10:00,NCC River House,45.457484,-75.677915,Ottawa Riverkeeper,single_sample,water_temp_c,23,deg C,
2020-08-07,10:50,ORC,45.434851,-75.700424,Ottawa Riverkeeper,single_sample,ecoli_cfu_100ml,58,cfu/100mL,
2020-08-07,10:50,ORC,45.434851,-75.700424,Ottawa Riverkeeper,single_sample,total_coliform_cfu_100ml,1337,cfu/100mL,
2020-08-07,10:50,ORC,45.434851,-75.700424,Ottawa Riverkeeper,single_sample,water_temp_c,24,deg C,
2020-08-07,8:30,Parc Bordeleau,45.436448,-75.690062,Ottawa Riverkeeper,single_sample,ecoli_cfu_100ml,198,cfu/100mL,
2020-08-07,8:30,Parc Bordeleau,45.436448,-75.690062,Ottawa Riverkeeper,single_sample,total_coliform_cfu_100ml,>2419.6,cfu/100mL,
2020-08-07,8:30,Parc Bordeleau,45.436448,-75.690062,Ottawa Riverkeeper,single_sample,water_temp_c,24,deg C,
2020-08-07,,Petrie East Bay,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,373.5,cfu/100mL,Swimming not recommended
2020-08-07,,Petrie River,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,97.3,cfu/100mL,Swim
2020-08-07,,Westboro,45.395397,-75.761271,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,86.8,cfu/100mL,Swim
2020-08-08,,Britannia,45.365073,-75.801513,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,N/A,cfu/100mL,Not Open
2020-08-08,9:45,Des Cèdres,45.397294,-75.860491,Ottawa Riverkeeper,single_sample,ecoli_cfu_100ml,201,cfu/100mL,
2020-08-08,9:45,Des Cèdres,45.397294,-75.860491,Ottawa Riverkeeper,single_sample,total_coliform_cfu_100ml,1118,cfu/100mL,
2020-08-08,9:45,Des Cèdres,45.397294,-75.860491,Ottawa Riverkeeper,single_sample,water_temp_c,24,deg C,
2020-08-08,,Mooney's Bay,45.366844,-75.692678,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,22.7,cfu/100mL,Swim
2020-08-08,8:50,Moussette,45.418662,-75.749095,Ottawa Riverkeeper,single_sample,ecoli_cfu_100ml,134,cfu/100mL,
2020-08-08,8:50,Moussette,45.418662,-75.749095,Ottawa Riverkeeper,single_sample,total_coliform_cfu_100ml,1695,cfu/100mL,
2020-08-08,8:50,Moussette,45.418662,-75.749095,Ottawa Riverkeeper,single_sample,water_temp_c,23.5,deg C,
2020-08-08,,Petrie East Bay,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,463.5,cfu/100mL,Swimming not recommended
2020-08-08,,Petrie River,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,66.5,cfu/100mL,Swim
2020-08-08,9:00,Remic Rapids,45.411039,-75.743844,Ottawa Riverkeeper,single_sample,ecoli_cfu_100ml,37,cfu/100mL,
2020-08-08,9:00,Remic Rapids,45.411039,-75.743844,Ottawa Riverkeeper,single_sample,total_coliform_cfu_100ml,1335,cfu/100mL,
2020-08-08,9:00,Remic Rapids,45.411039,-75.743844,Ottawa Riverkeeper,single_sample,water_temp_c,23.8,deg C,
2020-08-08,,Westboro,45.395397,-75.761271,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,18.9,cfu/100mL,Swim
2020-08-09,,Britannia,45.365073,-75.801513,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,N/A,cfu/100mL,Not Open
2020-08-09,9:30,Des Cèdres,45.397294,-75.860491,Ottawa Riverkeeper,single_sample,ecoli_cfu_100ml,136,cfu/100mL,
2020-08-09,9:30,Des Cèdres,45.397294,-75.860491,Ottawa Riverkeeper,single_sample,total_coliform_cfu_100ml,1461,cfu/100mL,
2020-08-09,9:30,Des Cèdres,45.397294,-75.860491,Ottawa Riverkeeper,single_sample,water_temp_c,25,deg C,
2020-08-09,10:30,Lac Beauchamp,45.490652,-75.622171,Ottawa Riverkeeper,single_sample,ecoli_cfu_100ml,94,cfu/100mL,
2020-08-09,10:30,Lac Beauchamp,45.490652,-75.622171,Ottawa Riverkeeper,single_sample,total_coliform_cfu_100ml,1034,cfu/100mL,
2020-08-09,10:30,Lac Beauchamp,45.490652,-75.622171,Ottawa Riverkeeper,single_sample,water_temp_c,25,deg C,
2020-08-09,,Mooney's Bay,45.366844,-75.692678,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,17.8,cfu/100mL,Swim
2020-08-09,9:00,Moussette,45.418662,-75.749095,Ottawa Riverkeeper,single_sample,ecoli_cfu_100ml,104,cfu/100mL,
2020-08-09,9:00,Moussette,45.418662,-75.749095,Ottawa Riverkeeper,single_sample,total_coliform_cfu_100ml,1676,cfu/100mL,
2020-08-09,9:00,Moussette,45.418662,-75.749095,Ottawa Riverkeeper,single_sample,water_temp_c,24,deg C,
2020-08-09,9:30,Parc Bordeleau,45.436448,-75.690062,Ottawa Riverkeeper,single_sample,ecoli_cfu_100ml,174,cfu/100mL,
2020-08-09,9:30,Parc Bordeleau,45.436448,-75.690062,Ottawa Riverkeeper,single_sample,total_coliform_cfu_100ml,>2419.6,cfu/100mL,
2020-08-09,9:30,Parc Bordeleau,45.436448,-75.690062,Ottawa Riverkeeper,single_sample,water_temp_c,25,deg C,
2020-08-09,,Petrie East Bay,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,908.2,cfu/100mL,Swimming not recommended
2020-08-09,,Petrie River,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,58.8,cfu/100mL,Swim
2020-08-09,,Westboro,45.395397,-75.761271,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,153.7,cfu/100mL,Swim
2020-08-10,,Britannia,45.365073,-75.801513,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,N/A,cfu/100mL,Not Open
2020-08-10,,Mooney's Bay,45.366844,-75.692678,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,12.5,cfu/100mL,Swim
2020-08-10,,Petrie East Bay,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,134.3,cfu/100mL,Swim
2020-08-10,,Petrie River,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,45.8,cfu/100mL,Swim
2020-08-10,,Westboro,45.395397,-75.761271,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,116.5,cfu/100mL,Swim
2020-08-11,,Britannia,45.365073,-75.801513,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,N/A,cfu/100mL,Not Open
2020-08-11,,Mooney's Bay,45.366844,-75.692678,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,32.9,cfu/100mL,Swim
2020-08-11,,Petrie East Bay,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,46.4,cfu/100mL,Swim
2020-08-11,,Petrie River,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,84.5,cfu/100mL,Swim
2020-08-11,,Westboro,45.395397,-75.761271,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,12.5,cfu/100mL,Swim
2020-08-12,,Britannia,45.365073,-75.801513,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,N/A,cfu/100mL,Not Open
2020-08-12,11:00,L'Orignal,45.626092,-74.686019,Ottawa Riverkeeper,single_sample,ecoli_cfu_100ml,21,cfu/100mL,
2020-08-12,11:00,L'Orignal,45.626092,-74.686019,Ottawa Riverkeeper,single_sample,total_coliform_cfu_100ml,1745,cfu/100mL,
2020-08-12,11:00,L'Orignal,45.626092,-74.686019,Ottawa Riverkeeper,single_sample,water_temp_c,24.5,deg C,
2020-08-12,,Mooney's Bay,45.366844,-75.692678,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,37.3,cfu/100mL,Swim
2020-08-12,,Petrie East Bay,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,156.0,cfu/100mL,Swim
2020-08-12,,Petrie River,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,117.5,cfu/100mL,Swim
2020-08-12,,Westboro,45.395397,-75.761271,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,178.8,cfu/100mL,Swim
2020-08-13,,Britannia,45.365073,-75.801513,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,N/A,cfu/100mL,Not Open
2020-08-13,10:15,Des Cèdres,45.397294,-75.860491,Ottawa Riverkeeper,single_sample,ecoli_cfu_100ml,22,cfu/100mL,
2020-08-13,10:15,Des Cèdres,45.397294,-75.860491,Ottawa Riverkeeper,single_sample,ecoli_cfu_100ml,25,cfu/100mL,
2020-08-13,10:15,Des Cèdres,45.397294,-75.860491,Ottawa Riverkeeper,single_sample,total_coliform_cfu_100ml,1084,cfu/100mL,
2020-08-13,10:15,Des Cèdres,45.397294,-75.860491,Ottawa Riverkeeper,single_sample,total_coliform_cfu_100ml,939,cfu/100mL,
2020-08-13,10:15,Des Cèdres,45.397294,-75.860491,Ottawa Riverkeeper,single_sample,water_temp_c,25,deg C,
2020-08-13,11:30,Leamy,45.452144,-75.720107,Ottawa Riverkeeper,single_sample,ecoli_cfu_100ml,117,cfu/100mL,
2020-08-13,11:30,Leamy,45.452144,-75.720107,Ottawa Riverkeeper,single_sample,total_coliform_cfu_100ml,822,cfu/100mL,
2020-08-13,11:30,Leamy,45.452144,-75.720107,Ottawa Riverkeeper,single_sample,water_temp_c,26,deg C,
2020-08-13,,Mooney's Bay,45.366844,-75.692678,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,23.0,cfu/100mL,Swim
2020-08-13,9:20,Moussette,45.418662,-75.749095,Ottawa Riverkeeper,single_sample,ecoli_cfu_100ml,106,cfu/100mL,
2020-08-13,9:20,Moussette,45.418662,-75.749095,Ottawa Riverkeeper,single_sample,ecoli_cfu_100ml,112,cfu/100mL,
2020-08-13,9:20,Moussette,45.418662,-75.749095,Ottawa Riverkeeper,single_sample,total_coliform_cfu_100ml,2048,cfu/100mL,
2020-08-13,9:20,Moussette,45.418662,-75.749095,Ottawa Riverkeeper,single_sample,total_coliform_cfu_100ml,2326,cfu/100mL,
2020-08-13,9:20,Moussette,45.418662,-75.749095,Ottawa Riverkeeper,single_sample,water_temp_c,24,deg C,
2020-08-13,,Petrie East Bay,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,323.3,cfu/100mL,Swimming not recommended
2020-08-13,,Petrie River,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,145.1,cfu/100mL,Swim
2020-08-13,,Westboro,45.395397,-75.761271,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,166.1,cfu/100mL,Swim
2020-08-14,,Britannia,45.365073,-75.801513,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,N/A,cfu/100mL,Not Open
2020-08-14,,Mooney's Bay,45.366844,-75.692678,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,42.1,cfu/100mL,Swim
2020-08-14,10:45,NCC River House,45.457484,-75.677915,Ottawa Riverkeeper,single_sample,ecoli_cfu_100ml,77,cfu/100mL,
2020-08-14,10:45,NCC River House,45.457484,-75.677915,Ottawa Riverkeeper,single_sample,total_coliform_cfu_100ml,1993,cfu/100mL,
2020-08-14,10:45,NCC River House,45.457484,-75.677915,Ottawa Riverkeeper,single_sample,water_temp_c,24,deg C,
2020-08-14,11:45,ORC,45.434851,-75.700424,Ottawa Riverkeeper,single_sample,ecoli_cfu_100ml,76,cfu/100mL,
2020-08-14,11:45,ORC,45.434851,-75.700424,Ottawa Riverkeeper,single_sample,total_coliform_cfu_100ml,1417,cfu/100mL,
2020-08-14,11:45,ORC,45.434851,-75.700424,Ottawa Riverkeeper,single_sample,water_temp_c,25,deg C,
2020-08-14,8:00,Parc Bordeleau,45.436448,-75.690062,Ottawa Riverkeeper,single_sample,ecoli_cfu_100ml,144,cfu/100mL,
2020-08-14,8:00,Parc Bordeleau,45.436448,-75.690062,Ottawa Riverkeeper,single_sample,total_coliform_cfu_100ml,>2419.6,cfu/100mL,
2020-08-14,8:00,Parc Bordeleau,45.436448,-75.690062,Ottawa Riverkeeper,single_sample,water_temp_c,26,deg C,
2020-08-14,,Petrie East Bay,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,340.4,cfu/100mL,Swimming not recommended
2020-08-14,,Petrie River,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,51.9,cfu/100mL,Swim
2020-08-14,,Westboro,45.395397,-75.761271,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,112.0,cfu/100mL,Swim
2020-08-15,,Britannia,45.365073,-75.801513,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,N/A,cfu/100mL,Not Open
2020-08-15,9:45,Des Cèdres,45.397294,-75.860491,Ottawa Riverkeeper,single_sample,ecoli_cfu_100ml,203,cfu/100mL,
2020-08-15,9:45,Des Cèdres,45.397294,-75.860491,Ottawa Riverkeeper,single_sample,total_coliform_cfu_100ml,1870,cfu/100mL,
2020-08-15,9:45,Des Cèdres,45.397294,-75.860491,Ottawa Riverkeeper,single_sample,water_temp_c,23,deg C,
2020-08-15,,Mooney's Bay,45.366844,-75.692678,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,22.7,cfu/100mL,Swim
2020-08-15,8:45,Moussette,45.418662,-75.749095,Ottawa Riverkeeper,single_sample,ecoli_cfu_100ml,100,cfu/100mL,
2020-08-15,8:45,Moussette,45.418662,-75.749095,Ottawa Riverkeeper,single_sample,total_coliform_cfu_100ml,>2419.6,cfu/100mL,
2020-08-15,8:45,Moussette,45.418662,-75.749095,Ottawa Riverkeeper,single_sample,water_temp_c,24,deg C,
2020-08-15,,Petrie East Bay,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,554.2,cfu/100mL,Swimming not recommended
2020-08-15,,Petrie River,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,94.2,cfu/100mL,Swim
2020-08-15,,Westboro,45.395397,-75.761271,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,161.2,cfu/100mL,Swim
2020-08-16,,Britannia,45.365073,-75.801513,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,N/A,cfu/100mL,Not Open
2020-08-16,9:30,Des Cèdres,45.397294,-75.860491,Ottawa Riverkeeper,single_sample,ecoli_cfu_100ml,24,cfu/100mL,
2020-08-16,9:30,Des Cèdres,45.397294,-75.860491,Ottawa Riverkeeper,single_sample,total_coliform_cfu_100ml,735,cfu/100mL,
2020-08-16,9:30,Des Cèdres,45.397294,-75.860491,Ottawa Riverkeeper,single_sample,water_temp_c,24,deg C,
2020-08-16,10:45,Lac Beauchamp,45.490652,-75.622171,Ottawa Riverkeeper,single_sample,ecoli_cfu_100ml,613,cfu/100mL,
2020-08-16,10:45,Lac Beauchamp,45.490652,-75.622171,Ottawa Riverkeeper,single_sample,total_coliform_cfu_100ml,1987,cfu/100mL,
2020-08-16,10:45,Lac Beauchamp,45.490652,-75.622171,Ottawa Riverkeeper,single_sample,water_temp_c,26,deg C,
2020-08-16,,Mooney's Bay,45.366844,-75.692678,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,39.5,cfu/100mL,Swim
2020-08-16,8:45,Moussette,45.418662,-75.749095,Ottawa Riverkeeper,single_sample,ecoli_cfu_100ml,75,cfu/100mL,
2020-08-16,8:45,Moussette,45.418662,-75.749095,Ottawa Riverkeeper,single_sample,total_coliform_cfu_100ml,>2419.6,cfu/100mL,
2020-08-16,8:45,Moussette,45.418662,-75.749095,Ottawa Riverkeeper,single_sample,water_temp_c,24,deg C,
2020-08-16,8:30,Parc Bordeleau,45.436448,-75.690062,Ottawa Riverkeeper,single_sample,ecoli_cfu_100ml,55,cfu/100mL,
2020-08-16,8:30,Parc Bordeleau,45.436448,-75.690062,Ottawa Riverkeeper,single_sample,total_coliform_cfu_100ml,>2419.6,cfu/100mL,
2020-08-16,8:30,Parc Bordeleau,45.436448,-75.690062,Ottawa Riverkeeper,single_sample,water_temp_c,26,deg C,
2020-08-16,,Petrie East Bay,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,117.8,cfu/100mL,Swim
2020-08-16,,Petrie River,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,44.4,cfu/100mL,Swim
2020-08-16,,Westboro,45.395397,-75.761271,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,149.5,cfu/100mL,Swim
2020-08-17,,Britannia,45.365073,-75.801513,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,N/A,cfu/100mL,Not Open
2020-08-17,,Mooney's Bay,45.366844,-75.692678,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,108.2,cfu/100mL,Swimming not recommended (Rainfall)
2020-08-17,,Petrie East Bay,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,241.6,cfu/100mL,Swimming not recommended
2020-08-17,,Petrie River,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,67.3,cfu/100mL,Swimming not recommended (Rainfall)
2020-08-17,,Westboro,45.395397,-75.761271,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,115.9,cfu/100mL,Swimming not recommended (Rainfall)
2020-08-18,,Britannia,45.365073,-75.801513,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,N/A,cfu/100mL,Not Open
2020-08-18,,Mooney's Bay,45.366844,-75.692678,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,497.5,cfu/100mL,Swimming not recommended
2020-08-18,,Petrie East Bay,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,771.8,cfu/100mL,Swimming not recommended
2020-08-18,,Petrie River,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,233.0,cfu/100mL,Swimming not recommended
2020-08-18,,Westboro,45.395397,-75.761271,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,94.1,cfu/100mL,Swimming not recommended (Rainfall)
2020-08-19,,Britannia,45.365073,-75.801513,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,N/A,cfu/100mL,Not Open
2020-08-19,9:15,Constance Bay,45.499872,-76.07418519,Ottawa Riverkeeper,single_sample,ecoli_cfu_100ml,3,cfu/100mL,
2020-08-19,9:15,Constance Bay,45.499872,-76.07418519,Ottawa Riverkeeper,single_sample,total_coliform_cfu_100ml,388,cfu/100mL,
2020-08-19,9:15,Constance Bay,45.499872,-76.07418519,Ottawa Riverkeeper,single_sample,water_temp_c,23,deg C,
2020-08-19,,Mooney's Bay,45.366844,-75.692678,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,62.3,cfu/100mL,Swim
2020-08-19,12:00,Norway Bay,45.51788,-76.4279,Ottawa Riverkeeper,single_sample,ecoli_cfu_100ml,3,cfu/100mL,
2020-08-19,12:00,Norway Bay,45.51788,-76.4279,Ottawa Riverkeeper,single_sample,total_coliform_cfu_100ml,244,cfu/100mL,
2020-08-19,12:00,Norway Bay,45.51788,-76.4279,Ottawa Riverkeeper,single_sample,water_temp_c,23,deg C,
2020-08-19,,Petrie East Bay,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,678.9,cfu/100mL,Swimming not recommended
2020-08-19,,Petrie River,45.506325,-75.487879,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,259.0,cfu/100mL,Swimming not recommended
2020-08-19,20:30,Remic Rapids,45.411039,-75.743844,Ottawa Riverkeeper,single_sample,ecoli_cfu_100ml,28,cfu/100mL,
2020-08-19,20:30,Remic Rapids,45.411039,-75.743844,Ottawa Riverkeeper,single_sample,total_coliform_cfu_100ml,1939,cfu/100mL,
2020-08-19,11:00,Sand Bay,45.541287,-76.566544,Ottawa Riverkeeper,single_sample,ecoli_cfu_100ml,2,cfu/100mL,
2020-08-19,11:00,Sand Bay,45.541287,-76.566544,Ottawa Riverkeeper,single_sample,total_coliform_cfu_100ml,320,cfu/100mL,
2020-08-19,11:00,Sand Bay,45.541287,-76.566544,Ottawa Riverkeeper,single_sample,water_temp_c,23,deg C,
2020-08-19,,Westboro,45.395397,-75.761271,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,110.9,cfu/100mL,Swim
2020-08-20,,Britannia,45.365073,-75.801513,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,N/A,cfu/100mL,Not Open
2020-08-20,10:10,Des Cèdres,45.397294,-75.860491,Ottawa Riverkeeper,single_sample,ecoli_cfu_100ml,62,cfu/100mL,
2020-08-20,10:10,Des Cèdres,45.397294,-75.860491,Ottawa Riverkeeper,single_sample,total_coliform_cfu_100ml,1708,cfu/100mL,
2020-08-20,10:10,Des Cèdres,45.397294,-75.860491,Ottawa Riverkeeper,single_sample,water_temp_c,22,deg C,
2020-08-20,12:00,Leamy,45.452144,-75.720107,Ottawa Riverkeeper,single_sample,ecoli_cfu_100ml,30,cfu/100mL,
2020-08-20,12:00,Leamy,45.452144,-75.720107,Ottawa Riverkeeper,single_sample,total_coliform_cfu_100ml,511,cfu/100mL,
2020-08-20,12:00,Leamy,45.452144,-75.720107,Ottawa Riverkeeper,single_sample,water_temp_c,23,deg C,
2020-08-20,,Mooney's Bay,45.366844,-75.692678,City of Ottawa / Ottawa Public Health,weekly_geomean,ecoli_cfu_100ml,25.5,cfu/100mL,Swim
2020-08-20,8:45,Moussette,45.418662,-75.749095,Ottawa Riverkeeper,single_sample,ecoli_cfu_100ml,146,cfu/100mL,
2020-08-20,8:45,Moussette,45.418662,-75.749095,Ottawa Riverkeeper,single_sample,total_coliform_cfu_100ml,2087,cfu/100mL,
2020-08-20,8:45,Moussette,45.418662,-75.749095,Ottawa Riverkeeper,single_sample,water_temp_c,23,deg C,
